"stndr_name","Alpha.3.code","date","Latitude..average.","Longitude..average."
"Raimundo Lopes Damasceno","ARG","02/05/1967",-34,-64
"Horrisberger","ARG","20/01/1967",-34,-64
"[pnd] de Paula","ARG","10/08/1967",-34,-64
"Youssef El Sebai","EGY","25/08/1967",27,30
"Kamal Bahaa Eddin","EGY","25/08/1967",27,30
"Edward Kharrat","EGY","25/08/1967",27,30
"Youssef Shenouda","EGY","25/08/1967",27,30
"Kamal Shawkat","EGY","25/08/1967",27,30
"[pnd] Bornel","CHN","05/09/1967",35,105
"Arthur Paulo de Souza Giacomini","BRA","17/08/1967",-10,-55
"Edson Gaia","URY","07/08/1967",-33,-56
"Eliseo Salvador Porta","URY","25/10/1967",-33,-56
"Hugo Daniel Melfo","URY","24/05/1967",-33,-56
"Pedro Acosta","URY","08/02/1967",-33,-56
"Xenia Itte","URY","25/07/1967",-33,-56
"Washington Rodriguez Belleti","URY","23/03/1967",-33,-56
"Isaac Serebro","URY","01/05/1967",-33,-56
"Romeu Borreani","URY","25/01/1967",-33,-56
"Victorio Codovilla","ARG","06/09/1967",-34,-64
"Carlos Lacerda","URY","26/09/1967",-33,-56
"Renato Archer","URY","26/09/1967",-33,-56
"João Goulart","URY","26/09/1967",-33,-56
"Ivo Magalhães Londres","URY","26/09/1967",-33,-56
"Amaury de Oliveira e Silva","URY","26/09/1967",-33,-56
"Luís Cláudio Braga Duarte","URY","26/09/1967",-33,-56
"Alfredo Ribeiro Daudt","URY","26/09/1967",-33,-56
"Clidenor de Freitas","URY","26/09/1967",-33,-56
"José Gomes Talarico","URY","26/09/1967",-33,-56
"João Alonso Mintegui","URY","26/09/1967",-33,-56
"Oswaldo Pacheco da Silva","BRA","24/05/1967",-10,-55
"Abelardo Jurema","PER","22/08/1967",-10,-76
"Desconhecido [ver observações especiais]","BRA","21/08/1967",-10,-55
"Desconhecido [ver observações especiais]","BRA","18/08/1967",-10,-55
"José de Magalhães Pinto","PER","22/08/1967",-10,-76
"José Mendes de Sá Roriz","PER","12/01/1967",-10,-76
"José Mendes de Sá Roriz","URY","22/01/1967",-33,-56
"Carlos Lacerda","URY","25/09/1967",-33,-56
"João Goulart","URY","25/09/1967",-33,-56
"Desconhecido [ver observações especiais]","URY","25/09/1967",-33,-56
"Renato Archer","URY","25/09/1967",-33,-56
"Ivo Magalhães Londres","URY","25/09/1967",-33,-56
"João Alonso Mintegui","URY","25/09/1967",-33,-56
"Walter Guido Alzaibar Babot","URY","25/09/1967",-33,-56
"Maria Teresa Fontella Goulart","URY","25/09/1967",-33,-56
"Alípio de Freitas","BRA","24/12/1967",-10,-55
"Hafid Keramane","BRA","03/12/1967",-10,-55
"Hafid Keramane","FRG","07/04/1967",NA,NA
"Fatih Agha Bouayed Kouane","BRA","22/01/1967",-10,-55
"Cândido da Costa Aragão","CHE","01/07/1967",47,8
"Cândido da Costa Aragão","CZS","02/07/1967",NA,NA
"Raimundo Gerônimo da Silva","MEX","15/06/1964",23,-102
"Raimundo Gerônimo da Silva","CUB","25/07/1964",21.5,-80
"Raimundo Gerônimo da Silva","CZS","25/06/1967",NA,NA
"Raimundo Gerônimo da Silva","CHL","31/05/1967",-30,-71
"Joédimo de Castro Peixoto","MEX","25/05/1964",23,-102
"Joédimo de Castro Peixoto","CUB","25/07/1964",21.5,-80
"Joédimo de Castro Peixoto","CZS","05/04/1967",NA,NA
"Joédimo de Castro Peixoto","CHL","31/05/1967",-30,-71
"Perdonio","URY","22/11/1967",-33,-56
"Djalma Maranhão","URY","18/03/1967",-33,-56
"Gilberto de Oliveira Azevedo","URY","02/08/1967",-33,-56
"Jayme Araújo","URY","10/04/1967",-33,-56
"Francisco R. de Macedo","URY","14/10/1967",-33,-56
"Desconhecido [ver observações especiais]","BRA","16/10/1967",-10,-55
"Desconhecido [ver observações especiais]","URY","13/10/1967",-33,-56
"Desconhecido [ver observações especiais]","BRA","08/10/1967",-10,-55
"Desconhecido [ver observações especiais]","URY","13/10/1967",-33,-56
"Desconhecido [ver observações especiais]","BRA","23/10/1967",-10,-55
"Desconhecido [ver observações especiais]","URY","13/10/1967",-33,-56
"Dóris Hartz Daudt","BRA","08/10/1967",-10,-55
"Alfredo Ribeiro Daudt","URY","10/02/1967",-33,-56
"Raimundo Gerônimo da Silva","CHL","16/04/1967",-30,-71
"Joédimo de Castro Peixoto","CHL","23/11/1967",-30,-71
"Carmen Lazo Carrera","CHL","21/05/1967",-30,-71
"Joel Marambio Paez","CHL","29/02/1967",-30,-71
"Victor Volski","SUN","29/10/1967",NA,NA
"Vasili Ermolaev","SUN","16/10/1967",NA,NA
"Avetik Badalían","SUN","21/10/1967",NA,NA
"Igor Sheremetiev","SUN","21/10/1967",NA,NA
"Nikolai Mostovets","SUN","22/10/1967",NA,NA
"Anatoli Glinkin","SUN","10/10/1967",NA,NA
"Anatoli Shulgovski","SUN","19/10/1967",NA,NA
"Claudio Sergio Ingerfolm","SUN","25/10/1967",NA,NA
"Semion Gonionski","SUN","09/10/1967",NA,NA
"Vladmir Kuzmischev","SUN","12/10/1967",NA,NA
"Enrique Noisvander","SUN","24/08/1967",NA,NA
"Yuro Gavrikov","SUN","22/11/1967",NA,NA
"Augusto Fabrega","PAN","07/09/1967",9,-80
"Carlos Ginenez","PAN","10/09/1967",9,-80
"Abraham Pretto","PAN","03/09/1967",9,-80
"Valentina Borisovna","PAN","10/09/1967",9,-80
"Valentina Andreievna","PAN","08/09/1967",9,-80
"Rusita Fabrega","PAN","08/09/1967",9,-80
"Galia Gimenez","PAN","24/09/1967",9,-80
"Alípio de Freitas","CUB","07/10/1967",21.5,-80
"Arthur Paulo de Souza Giacomini","URY","13/10/1967",-33,-56
"Arthur Paulo de Souza Giacomini","BRA","13/10/1967",-10,-55
"Paulo de Mello Bastos","BRA","07/10/1967",-10,-55
"Paulo de Mello Bastos","URY","13/10/1967",-33,-56
"Tarzan de Castro","URY","20/11/1967",-33,-56
"Gualter de Castro Mello","URY","11/12/1967",-33,-56
"Paulo Cavalcante Valente","URY","03/09/1967",-33,-56
"Átila Cavalheiro Escobar","URY","13/10/1967",-33,-56
"Alfredo Magaldi Brandão","URY","13/10/1967",-33,-56
"Adão Soares","URY","22/10/1967",-33,-56
"Gerson Parreira Alves","URY","13/10/1967",-33,-56
"Saulo de Oliveira Barros","BRA","31/11/1967",-10,-55
"Dorval Trindade de Oliveira","URY","04/05/1966",-33,-56
"Dorval Trindade de Oliveira","CHL","03/01/1967",-30,-71
"Fernando Henrique Cardoso","CHL","06/04/1964",-30,-71
"Desconhecido [ver observações especiais]","URY","24/10/1967",-33,-56
"Desconhecido [ver observações especiais]","URY","18/10/1967",-33,-56
"Emmanuel Nicoll","URY","25/10/1967",-33,-56
"Marcos Pancier","URY","25/10/1967",-33,-56
"Alfredo Ribeiro Daudt","URY","16/10/1967",-33,-56
"Alfredo Ribeiro Daudt","BRA","16/10/1967",-10,-55
"Ligia Doutel de Andrade","URY","23/02/1967",-33,-56
"Leonel Brizola","URY","05/05/1967",-33,-56
"João Goulart","URY","29/08/1967",-33,-56
"Paula Oest","BRA","01/06/1967",-10,-55
"Victor de Souza Couto","URY","02/02/1967",-33,-56
"Josefina Fernandez Couto","URY","12/02/1967",-33,-56
"Olavo Costa","URY","16/02/1967",-33,-56
"Magdalena Sueiro","URY","21/10/1967",-33,-56
"Alberto Grille Motta","URY","21/10/1967",-33,-56
"Jorge Boutón","URY","21/10/1967",-33,-56
"Juan Carlos Plá","URY","21/10/1967",-33,-56
"Ricardo Saxlund","URY","21/10/1967",-33,-56
"Olivier Pita Fajardo","URY","21/10/1967",-33,-56
"Emmanuel Nicoll","URY","20/10/1967",-33,-56
"Cândido da Costa Aragão","CUB","09/10/1967",21.5,-80
"Raymond Carlos Guivierno","BRA","15/10/1967",-10,-55
"Raymond Carlos Guivierno","SLV","18/10/1967",13.8333,-88.9167
"René Jean Marrie","BRA","12/12/1967",-10,-55
"Nikola Magdic","ARG","18/05/1967",-34,-64
"Nikola Magdic","URY","18/05/1967",-33,-56
"Afonso Santos Escobar","URY","18/10/1967",-33,-56
"Afonso Santos Escobar","BRA","24/10/1967",-10,-55
"Adão Pereira Nunes","CHL","14/10/1967",-30,-71
"Adão Pereira Nunes","URY","11/10/1967",-33,-56
"Leonel Brizola","URY","21/04/1967",-33,-56
"Tarzan de Castro","URY","27/03/1967",-33,-56
"Francisco Lages dos Santos","URY","02/10/1967",-33,-56
"Ralph Schoenman","BOL","26/09/1967",-17,-65
"Ralph Schoenman","BOL","26/09/1967",-17,-65
"[pnd] Radhakishun","IND","05/02/1967",20,77
"Ken Coates","GBR","23/07/1965",54,-2
"Targ Erlander","SWE","05/05/1967",62,15
"Leonel Brizola","URY","05/01/1967",-33,-56
"Francisco Lages dos Santos","URY","05/03/1967",-33,-56
"Adão Pereira Nunes","CHL","14/10/1967",-30,-71
"Adão Pereira Nunes","URY","01/10/1967",-33,-56
"Juan Carlos Zaffaroni","BRA","31/10/1967",-10,-55
"Lia Carolina Scheidt Becker","URY","23/10/1967",-33,-56
"Lia Carolina Scheidt Becker","BRA","14/10/1967",-10,-55
"André Scheidt Becker","URY","23/10/1967",-33,-56
"André Scheidt Becker","BRA","08/10/1967",-10,-55
"Ricardo Gomez Gutierrez","BRA","25/04/1967",-10,-55
"Lucio Ferreira Alves","BRA","03/04/1967",-10,-55
"Djalma Maranhão","URY","24/10/1967",-33,-56
"José Dileris Lopes [possivelmente]","URY","08/11/1967",-33,-56
"Alfredo Zitarrosa","URY","03/11/1967",-33,-56
"Marcos Oscar Velasquez","URY","03/11/1967",-33,-56
"Carlos Molina","URY","03/11/1967",-33,-56
"Desconhecido [ver observações especiais]","URY","03/11/1967",-33,-56
"Carlos Mato","URY","03/11/1967",-33,-56
"Elena Ruglio","CUB","10/01/1967",21.5,-80
"Elena Ruglio","URY","03/11/1967",-33,-56
"Jesualdo Sosa","URY","07/11/1967",-33,-56
"José Luis Massera","URY","07/11/1967",-33,-56
"Marcos Oscar Velasquez","URY","07/11/1967",-33,-56
"Leonidas Spatakis","URY","07/11/1967",-33,-56
"Rubén Yakovski","URY","07/11/1967",-33,-56
"Paulina Medeiros","URY","07/11/1967",-33,-56
"Alfredo Zitarrosa","URY","07/11/1967",-33,-56
"Hilario Pérez","URY","07/11/1967",-33,-56
"Ciro Pérez","URY","07/11/1967",-33,-56
"Nelson Oliveira","URY","07/11/1967",-33,-56
"Gualberto López","URY","07/11/1967",-33,-56
"Ariel Badano","URY","07/11/1967",-33,-56
"Alfredo Gravina","URY","07/11/1967",-33,-56
"Adão Pereira Nunes","URY","21/10/1967",-33,-56
"Adão Pereira Nunes","CHL","02/12/1967",-30,-71
"Leonel Brizola","URY","07/10/1967",-33,-56
"Tarzan de Castro","URY","03/10/1967",-33,-56
"Djalma Maranhão","URY","05/10/1967",-33,-56
"Darcy Ribeiro da Silveira","URY","16/11/1967",-33,-56
"Irene Campodonico","URY","17/11/1967",-33,-56
"Atahualpa del Cioppo","URY","17/11/1967",-33,-56
"Amanecer Dotta","URY","17/11/1967",-33,-56
"Galli Bernardo","URY","17/11/1967",-33,-56
"Antonio Larreta","URY","17/11/1967",-33,-56
"Antonio Loureiro","URY","17/11/1967",-33,-56
"Dahd Sfeir","URY","17/11/1967",-33,-56
"Juan Manuel Tenuta","URY","17/11/1967",-33,-56
"Eduardo Vasquez","URY","17/11/1967",-33,-56
"Federico Wolff","URY","17/11/1967",-33,-56
"Leonel Brizola","URY","01/05/1967",-33,-56
"Juan Carlos Zaffaroni","ARG","09/01/1967",-34,-64
"Juan Carlos Zaffaroni","VEN","25/01/1967",8,-66
"Juan Carlos Zaffaroni","VEN","25/01/1967",8,-66
"Miguel Arraes","FRA","19/07/1965",46,2
"Miguel Arraes","DZA","14/03/1967",28,3
"Pierre Gervaiseau","FRA","15/02/1967",46,2
"Christian Rudel","FRA","21/12/1967",46,2
"Marcel Niedergang","FRA","12/12/1967",46,2
"Max José da Costa Santos","URY","12/04/1964",-33,-56
"Max José da Costa Santos","DZA","15/11/1965",28,3
"Max José da Costa Santos","FRA","08/02/1967",46,2
"Edgard Almeida Martins","FRA","18/10/1966",46,2
"Edgard Almeida Martins","CHN","29/10/1966",35,105
"Edgard Almeida Martins","FRA","11/01/1967",46,2
"Manoel Ferreira","FRA","21/12/1966",46,2
"Manoel Ferreira","CHN","19/12/1966",35,105
"Manoel Ferreira","FRA","28/01/1967",46,2
"Dalcio Caron","FRA","27/04/1967",46,2
"Dalcio Caron","CHN","12/04/1967",35,105
"Alfredo Guilherme Galliano","CHN","12/05/1967",35,105
"Alfredo Guilherme Galliano","FRA","07/05/1967",46,2
"Alfredo Guilherme Galliano","CHN","12/06/1967",35,105
"Rosália Guimarães Galliano","FRA","12/06/1967",46,2
"Rosália Guimarães Galliano","CHN","20/06/1967",35,105
"Alfredo Guilherme Galliano","FRA","12/06/1967",46,2
"Alfredo Guilherme Galliano","CHN","13/06/1967",35,105
"Mauro da Silveira Lobo","FRA","12/06/1967",46,2
"Mauro da Silveira Lobo","CHN","01/06/1967",35,105
"Mauro da Silveira Lobo","FRA","09/08/1967",46,2
"Benedito de Carvalho","CHN","06/10/1967",35,105
"Benedito de Carvalho","FRA","08/10/1967",46,2
"Eduardo Frei Montavo","CHL","27/02/1967",-30,-71
"Sergio Molina","CHL","19/02/1967",-30,-71
"Juan Carlos Zaffaroni","URY","20/10/1967",-33,-56
"Juan Carlos Zaffaroni","VEN","09/11/1967",8,-66
"Juan Carlos Zaffaroni","VEN","09/11/1967",8,-66
"Arnaldo Spadaccino","URY","18/01/1967",-33,-56
"Juan Carlos Garcia Elorrio","ARG","10/11/1967",-34,-64
"Juan Carlos Garcia Elorrio","CUB","02/10/1967",21.5,-80
"Georges Morelli","URY","13/12/1965",-33,-56
"Ariel Collazo","URY","30/01/1967",-33,-56
"Juan Luis Segundo","URY","20/07/1967",-33,-56
"Garcia Elorrio","ARG","27/11/1967",-34,-64
"Garcia Elorrio","CHL","21/08/1967",-30,-71
"Mauricio Langón","URY","18/06/1967",-33,-56
"Ricardo de Souza","BRA","27/07/1967",-10,-55
"Oscar Gestido","URY","06/12/1967",-33,-56
"Jorge Pacheco Areco","URY","24/09/1967",-33,-56
"Amilcar Vasconcellos","URY","09/06/1967",-33,-56
"Zelmar Michelini","URY","29/09/1967",-33,-56
"Augusto Legnani","URY","25/04/1967",-33,-56
"Hector Luisi","URY","03/07/1967",-33,-56
"Djalma Maranhão","URY","14/03/1967",-33,-56
"Adilson Pinheiro Pimentel","URY","09/08/1967",-33,-56
"Severino Manuel do Nascimento","URY","31/01/1967",-33,-56
"Afonso Victor Simão","URY","27/11/1967",-33,-56
"Afonso Victor Simão","BRA","28/11/1967",-10,-55
"Isidoro Antonio Vianna Gutierrez","URY","14/11/1967",-33,-56
"Isidoro Antonio Vianna Gutierrez","ARG","25/05/1967",-34,-64
"Desconhecido [ver observações especiais]","ARG","11/01/1967",-34,-64
"Eno Cristiano Becker","URY","14/11/1967",-33,-56
"Fernando Souza Costa Filho","URY","18/04/1967",-33,-56
"Fernando Souza Costa Filho","BRA","31/10/1967",-10,-55
"Enio Silveira","BRA","05/10/1967",-10,-55
"Georges Morelli","URY","24/12/1967",-33,-56
"Ruben Prieto","URY","30/06/1967",-33,-56
"Hector Borrat","URY","06/12/1967",-33,-56
"Luis Alberto Gomes de Souza","CHL","15/05/1967",-30,-71
"François Houtart","CHL","03/07/1965",-30,-71
"François Houtart","URY","23/08/1966",-33,-56
"Miguel Arraes","DZA","20/07/1965",28,3
"Fidel Castro","CUB","14/01/1967",21.5,-80
"Pierre Rondière","SUN","18/02/1967",NA,NA
"Carlos Lara","SUN","12/11/1965",NA,NA
"Ernesto Maderna Delgado","ARG","16/12/1967",-34,-64
"Ernesto Maderna Delgado","URY","04/02/1967",-33,-56
"Oswaldo Pacheco da Silva","URY","08/12/1967",-33,-56
"Oswaldo Pacheco da Silva","BRA","03/12/1967",-10,-55
"Francisco Lages dos Santos","URY","10/12/1966",-33,-56
"Francisco Lages dos Santos","CUB","25/05/1966",21.5,-80
"Francisco Lages dos Santos","URY","07/06/1967",-33,-56
"Djalma Maranhão","URY","01/01/1967",-33,-56
"Cândido da Costa Aragão","URY","08/01/1967",-33,-56
"Emmanuel Nicoll","URY","03/06/1967",-33,-56
"Ariel Collazo","URY","20/09/1967",-33,-56
"Juan Garcia Elorio","URY","15/12/1967",-33,-56
"Carlos M. Britos Huerta","URY","10/04/1967",-33,-56
"Hilario Luis Pereira","URY","01/06/1967",-33,-56
"José Ramon Iglesias","URY","28/11/1967",-33,-56
"Rolando Barros","URY","21/12/1967",-33,-56
"Juana Wilma Plá","URY","13/07/1967",-33,-56
"Juan Canavesse","URY","30/05/1967",-33,-56
"Fensal Salán Moreno","URY","19/01/1967",-33,-56
"Ruben Pereira","URY","02/06/1967",-33,-56
"Ataidez Tabarez","URY","31/08/1967",-33,-56
"José Oliveira","URY","12/06/1967",-33,-56
"Edison Alonso","URY","12/11/1967",-33,-56
NA,"URY","30/01/1967",-33,-56
"[pnd] Silva Campioni","URY","02/02/1967",-33,-56
"Luis Vargas Garmendia","URY","02/01/1967",-33,-56
"Sarandi Barbadora","URY","02/11/1967",-33,-56
"[pnd] Mendez Piña","URY","09/08/1967",-33,-56
"Luis A. Viggiano","URY","10/12/1967",-33,-56
"Isidoro Antonio Vianna Gutierrez","URY","17/09/1967",-33,-56
"Isidoro Antonio Vianna Gutierrez","PRY","11/12/1967",-23,-58
"Isidoro Antonio Vianna Gutierrez","BOL","16/06/1967",-17,-65
"Isidoro Antonio Vianna Gutierrez","BOL","16/06/1967",-17,-65
"Isidoro Antonio Vianna Gutierrez","URY","10/12/1967",-33,-56
"Leonel Brizola","URY","13/10/1967",-33,-56
"Dagoberto Rodrigues","URY","10/12/1967",-33,-56
"José Guimarães Neiva Moreira","URY","28/12/1967",-33,-56
"Fernando de Souza Costa","URY","14/12/1967",-33,-56
"Fernando de Souza Costa","BRA","17/12/1967",-10,-55
"Clidenor de Freitas","URY","15/12/1967",-33,-56
"Clidenor de Freitas","BRA","15/12/1967",-10,-55
"Henrique Cordeiro Oest","URY","15/12/1967",-33,-56
"Henrique Cordeiro Oest","BRA","23/12/1967",-10,-55
"Desconhecido [ver observações especiais]","URY","25/11/1967",-33,-56
"Desconhecido [ver observações especiais]","BRA","15/12/1967",-10,-55
"Almir Campos de Almeida Braga","URY","11/11/1967",-33,-56
"Desconhecido [ver observações especiais]","BOL","09/04/1967",-17,-65
"Desconhecido [ver observações especiais]","BOL","09/04/1967",-17,-65
"Desconhecido [ver observações especiais]","ARG","06/06/1967",-34,-64
"Vicente Pinto Musa","CUB","15/11/1967",21.5,-80
"Vicente Pinto Musa","MEX","17/11/1967",23,-102
"Joaquim de Castro Lima","CUB","26/08/1966",21.5,-80
"Joaquim de Castro Lima","MEX","15/08/1967",23,-102
"Arino Silveira Guedes","CUB","05/12/1966",21.5,-80
"Arino Silveira Guedes","MEX","07/08/1968",23,-102
"Arino Silveira Guedes","CUB","18/08/1967",21.5,-80
"Cacilda Albuquerque Alvim","MEX","11/11/1967",23,-102
"Darcy Ribeiro da Silveira","URY","30/10/1967",-33,-56
"Hector Luisi","URY","11/08/1967",-33,-56
"Francisco Raimundo da Paixão","BRA","05/01/1967",-10,-55
"Vladinia Krylov","SUN","05/07/1967",NA,NA
"Vladinia Krylov","URY","20/12/1967",-33,-56
"Nikolai Zinoviev","SUN","17/04/1967",NA,NA
"Nikolai Zinoviev","URY","20/12/1967",-33,-56
"Konstantin Semenov","SUN","20/12/1967",NA,NA
"Konstantin Semenov","URY","20/12/1967",-33,-56
"Iuri Turtchenko","SUN","16/03/1967",NA,NA
"Iuri Turtchenko","URY","20/12/1967",-33,-56
"Irina Tchernisheva","SUN","10/05/1967",NA,NA
"Irina Tchernisheva","URY","20/12/1967",-33,-56
"Carlos Lacerda","URY","10/01/1968",-33,-56
"João Goulart","URY","28/01/1968",-33,-56
"Juscelino Kubitschek de Oliveira","URY","22/01/1968",-33,-56
"Jayme Araújo","BRA","10/12/1967",-10,-55
"Eugenia Klein","BRA","10/12/1967",-10,-55
"Reseclair de Carvalho","BRA","15/12/1967",-10,-55
"Lelio Telmo de Carvalho","URY","10/05/1968",-33,-56
"Leonel Brizola","URY","18/08/1968",-33,-56
"Jacy Pereira Lima","URY","27/06/1968",-33,-56
"Manoel Livino Ribeiro Leal","URY","28/12/1968",-33,-56
"Guido Gurgel","URY","02/06/1968",-33,-56
"Rubem Oliveira","URY","12/09/1968",-33,-56
"Ramon Freire Pizzano","SUN","27/10/1967",NA,NA
"Eduardo Platero","SUN","05/08/1955",NA,NA
"Eduardo Platero","SUN","27/10/1967",NA,NA
"José Luis Massera","CUB","04/01/1968",21.5,-80
"Manuel Claps","CUB","04/01/1968",21.5,-80
"Ideia Vilarino","CUB","04/01/1968",21.5,-80
"Frederico Wolff","CUB","04/01/1968",21.5,-80
"Mario Handler","CUB","04/01/1968",21.5,-80
"Jorge W. Escudero","CUB","04/01/1968",21.5,-80
"Hiber Juan Conteris Sardo","CUB","04/01/1968",21.5,-80
"Jorge Galeno","CUB","04/01/1968",21.5,-80
"Carlos Maria Gutiérrez","CUB","04/01/1968",21.5,-80
"Alberto Medizza","CUB","04/01/1968",21.5,-80
"Hugo R. Alfaro","CUB","04/01/1968",21.5,-80
"Gualter de Castro Mello","URY","03/12/1967",-33,-56
"Gualter de Castro Mello","BRA","04/12/1967",-10,-55
"Átila Cavalheiro Escobar","URY","14/08/1968",-33,-56
"Lelio Telmo de Carvalho","BRA","29/12/1967",-10,-55
"Amadeu Thiago de Mello","URY","21/12/1967",-33,-56
"Dagoberto Rodrigues","URY","31/05/1967",-33,-56
"José Guimarães Neiva Moreira","URY","22/03/1967",-33,-56
"Norberto Habbegen","ARG","08/12/1968",-34,-64
"José Galdo","ARG","22/05/1968",-34,-64
"Carlos Puyel","ARG","27/04/1968",-34,-64
"Carlos Dahn","BOL","14/01/1968",-17,-65
"Carlos Dahn","BOL","14/01/1968",-17,-65
"Hernan Zambrano","COL","16/04/1968",4,-72
"Luís Afonso Cabal","COL","01/01/1968",4,-72
"Elieth Matamoros","CRI","02/09/1968",10,-84
"Jorge Gilbert","CHL","17/01/1968",-30,-71
"Petronio Espinoza","ECU","27/07/1968",-2,-77.5
"Catalino Mejicanos","GTM","24/04/1968",15.5,-90.25
"Francisco Villasenor","MCO","31/11/1968",43.7333,7.4
"Luis Ariel Gonzalez","NIC","12/03/1968",13,-85
"Gabriela Candanedo","PAN","29/08/1968",9,-80
"Gustavo Gatti","PRY","25/08/1968",-23,-58
"Alberto Gieserke","PER","12/03/1968",-10,-76
"Eduardo Rivera","PRI","15/03/1968",18.25,-66.5
"Sergio Figueredo","DOM","06/02/1968",19,-70.6667
"Esteban Alliet","SLV","26/05/1968",13.8333,-88.9167
"Margarita Terra","URY","19/08/1968",-33,-56
"Mike Lenaghan","USA","04/01/1968",38,-97
"Ricardo Hoffman","VEN","07/07/1968",8,-66
"Ricardo Hoffman","VEN","07/07/1968",8,-66
"Luis Alberto Gomes de Souza","CHL","06/03/1967",-30,-71
"Lucia Ribeiro de Souza","CHL","14/03/1967",-30,-71
"Vilmar Motolla Batista","BRA","21/12/1967",-10,-55
"Nikolai Zinoviev","SUN","10/04/1924",NA,NA
"Nikolai Zinoviev","URY","20/12/1967",-33,-56
"Youri Yourtchenko","SUN","18/09/1931",NA,NA
"Youri Yourtchenko","URY","20/12/1967",-33,-56
"Konstantin Semenov","SUN","02/10/1923",NA,NA
"Konstantin Semenov","URY","20/12/1967",-33,-56
"Vladimir Klylov","SUN","09/07/1924",NA,NA
"Vladimir Klylov","URY","20/12/1967",-33,-56
"Irina Tchernisheva","SUN","20/06/1925",NA,NA
"Irina Tchernisheva","URY","20/12/1967",-33,-56
"Djalma Maranhão","URY","07/04/1968",-33,-56
"Gilberto de Oliveira Azevedo","URY","10/09/1968",-33,-56
"Almir Campos de Almeida Braga","URY","26/06/1968",-33,-56
"Amaury de Oliveira e Silva","URY","08/08/1968",-33,-56
"Diana Nicoll","URY","16/12/1967",-33,-56
"Gigante Bazzano","URY","09/01/1968",-33,-56
"Gerson Parreira Alves","URY","09/12/1967",-33,-56
"Lelio Telmo de Carvalho","BRA","29/12/1967",-10,-55
"Ahmel Taleb","CUB","04/01/1968",21.5,-80
"Now Sowuth","CUB","04/01/1968",21.5,-80
"Cuhuy Can","CUB","04/01/1968",21.5,-80
"Tou That Tong","CUB","04/01/1968",21.5,-80
"Tran Van Can","CUB","04/01/1968",21.5,-80
"Nguyen Canh Toan","CUB","04/01/1968",21.5,-80
"Sei Kubota","CUB","04/01/1968",21.5,-80
"Soishi Matsumoto","CUB","04/01/1968",21.5,-80
"Emil e Zatopeck","CUB","04/01/1968",21.5,-80
"[pnd] Komardel","CUB","04/01/1968",21.5,-80
"Jorge Semprum","CUB","04/01/1968",21.5,-80
"Francisco Regueiro","CUB","04/01/1968",21.5,-80
"Carlos e Sampons","CUB","04/01/1968",21.5,-80
"Maria R. Garcia Verde","CUB","04/01/1968",21.5,-80
"[pnd] Vasareli","CUB","04/01/1968",21.5,-80
"Maxime Rodinson","CUB","04/01/1968",21.5,-80
"Leo Matarasso","CUB","04/01/1968",21.5,-80
"René Heler","CUB","04/01/1968",21.5,-80
"Georgi Condilis","CUB","04/01/1968",21.5,-80
"Gerard Van Poortem","CUB","04/01/1968",21.5,-80
"Jean Desauti","CUB","04/01/1968",21.5,-80
"Jean Pierre Vernaut","CUB","04/01/1968",21.5,-80
